,negotiable,property_size,property_age,bathroom,cup_board,floor,total_floor,balconies,LIFT,GYM,INTERNET,AC,CLUB,INTERCOM,POOL,CPA,FS,SERVANT,SECURITY,SC,GP,PARK,RWH,STP,HK,PB,VP,Year,Month,Amenities_Count,type_BHK1,type_BHK2,type_BHK3,type_BHK4,type_BHK4PLUS,type_RK1,lease_type_ANYONE,lease_type_BACHELOR,lease_type_COMPANY,lease_type_FAMILY,furnishing_FULLY_FURNISHED,furnishing_NOT_FURNISHED,furnishing_SEMI_FURNISHED,parking_BOTH,parking_FOUR_WHEELER,parking_NONE,parking_TWO_WHEELER,facing_E,facing_N,facing_NE,facing_NW,facing_S,facing_SE,facing_SW,facing_W,water_supply_BOREWELL,water_supply_CORPORATION,water_supply_CORP_BORE,building_type_AP,building_type_GC,building_type_IF,building_type_IH,State_Karnataka,State_Tamil Nadu,City_Bangalore,City_Chennai,Zone_Bangalore_East,Zone_Bangalore_North,Zone_Bangalore_South,ind
17976,1,1500,13,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,10,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,train
17977,0,1400,0,3,2,1,4,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018,2,5,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,train
17978,0,1150,7,2,2,1,4,1,1,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,2018,5,10,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,train
17979,1,400,1,1,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,7,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,train
17980,0,700,4,1,2,2,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2018,5,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,train
17981,1,1335,3,2,2,1,8,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,0,1,1,2018,6,13,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,train
17982,0,900,9,2,2,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,6,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,train
17983,0,500,10,1,1,2,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,2018,3,4,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,train
17984,1,1105,4,2,2,3,4,2,1,0,1,0,0,1,0,1,1,0,1,1,0,1,0,0,1,1,1,2017,9,11,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,train
17985,1,400,5,1,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2018,1,3,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,train
17986,1,1000,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2017,10,2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,train
17987,1,1370,3,2,3,4,4,1,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,1,2018,7,12,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,train
17988,0,1200,5,2,2,3,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2018,7,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,train
17989,0,1330,5,2,2,0,4,2,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,2018,7,11,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,train
17990,0,1640,4,3,3,2,4,4,1,1,1,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,2018,4,13,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,train
17991,1,900,10,2,2,2,5,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2018,7,3,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,train
17992,1,1500,1,3,3,1,11,2,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0,2017,10,13,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,train
17993,1,950,2,2,4,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,9,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,train
17994,0,1827,5,3,3,1,4,2,1,1,0,0,1,0,1,1,1,0,1,0,0,1,1,1,0,1,1,2018,7,12,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,train
17995,1,550,7,1,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,2,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,train
17996,0,1000,10,2,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,6,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,train
17997,1,1000,20,2,4,0,3,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,2018,5,6,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,train
17998,1,1240,10,2,1,2,8,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018,2,4,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,train
17999,1,1235,3,2,2,1,4,2,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0,1,0,0,2018,9,10,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,train
18000,1,1200,3,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,7,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,train
18001,1,1350,3,2,3,3,3,2,1,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,2018,1,11,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,train
18002,1,1000,10,2,2,2,3,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2018,12,4,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,train
18003,1,500,3,1,1,2,2,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,2017,7,4,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,train
18004,0,1200,3,2,2,1,6,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2018,5,13,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,train
18005,1,1290,11,2,3,0,4,2,1,1,1,0,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,2018,3,11,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,train
18006,0,1000,8,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,2017,4,4,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,train
18007,1,1750,0,3,2,8,12,2,1,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,2017,7,10,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,train
18008,1,905,0,2,2,0,3,1,0,0,1,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,2017,10,7,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,train
18009,1,1050,0,2,2,1,4,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,2018,4,6,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,train
18010,0,1250,0,2,2,2,4,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2017,10,4,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,train
18011,1,1165,3,2,2,3,4,1,1,1,0,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,2018,3,14,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,train
18012,0,600,5,1,2,2,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2018,3,2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,train
18013,0,1200,0,2,2,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,11,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,train
18014,0,1800,5,3,3,2,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,4,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,train
18015,1,1793,2,3,6,1,5,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,2018,1,15,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,train
18016,1,600,6,1,1,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,train
18017,0,1900,1,3,5,9,10,2,1,1,1,0,1,0,1,1,1,0,1,0,0,1,0,1,1,1,1,2018,3,13,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,train
18018,0,360,0,1,1,3,4,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,2018,4,10,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,train
18019,0,670,18,2,2,1,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,2018,6,4,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,train
18020,1,1350,5,2,3,5,5,2,1,0,1,0,0,0,0,1,1,0,1,1,0,1,1,0,0,1,0,2017,12,9,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,train
18021,1,450,2,1,1,2,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,12,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,train
18022,0,1450,5,2,4,2,4,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2017,9,4,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,train
18023,1,500,3,1,1,1,5,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,2018,2,4,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,train
18024,0,963,10,2,2,1,4,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,2017,7,4,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,train
18025,1,1000,5,2,2,1,5,2,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,2017,3,6,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,train
18026,1,2000,1,3,5,10,13,4,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2018,12,18,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,train
18027,1,900,5,2,1,0,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2018,6,3,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,train
18028,1,750,3,2,3,2,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,6,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,train
18029,1,1200,22,2,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017,7,2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,train
18030,0,1189,1,2,1,1,15,2,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,2018,6,9,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,train
18031,1,1535,4,3,5,0,4,1,1,1,0,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,2018,7,13,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,train
18032,1,1590,1,2,5,2,4,1,1,1,1,0,0,1,1,1,1,0,1,0,0,1,1,0,1,1,1,2017,4,13,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,train
18033,1,1850,5,3,8,1,3,3,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2018,5,3,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,train
18034,1,1000,1,2,3,1,3,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,2018,7,7,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,train
18035,1,1500,0,2,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,7,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,train
18036,1,1000,3,2,4,1,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2017,12,3,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,train
18037,1,1150,3,2,2,0,4,2,1,1,0,0,0,1,1,1,1,0,1,0,0,1,1,0,0,1,0,2017,7,10,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,train
18038,1,600,8,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2017,8,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,train
18039,1,1100,5,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,7,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,train
18040,1,950,3,2,0,1,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,2017,8,3,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,train
18041,1,600,6,2,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2017,3,3,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,train
18042,1,1250,8,2,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2018,3,4,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,train
18043,1,800,10,1,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2017,7,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,train
18044,1,800,5,2,1,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2018,3,2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,train
18045,1,1100,0,2,3,3,4,1,1,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,2018,5,8,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,train
18046,1,1050,11,2,4,2,5,3,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0,2017,9,8,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,train
18047,1,1700,7,2,4,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2018,3,4,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,train
18048,1,1330,0,2,2,4,14,1,1,1,1,0,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,2017,10,11,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,train
18049,1,1750,2,3,3,5,8,2,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,1,0,1,0,2018,4,13,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,train
18050,1,600,10,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2018,5,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,train
18051,0,1095,3,2,2,2,4,2,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,2018,3,6,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,train
18052,1,1200,5,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2017,7,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,train
18053,1,1650,6,3,6,2,3,3,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,2017,5,7,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,train
18054,0,800,0,1,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,2018,3,4,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,train
18055,0,2200,0,2,2,3,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,3,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,train
18056,0,2600,10,3,2,0,2,3,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2017,12,3,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,train
18057,1,1100,10,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2018,5,3,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,train
18058,1,400,0,1,1,1,4,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,2018,4,4,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,train
18059,0,1925,9,3,3,4,10,4,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,2017,8,15,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,train
18060,0,500,10,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,2018,3,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,train
18061,1,1322,8,2,2,0,4,2,1,1,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,2018,2,12,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,train
18062,1,800,6,2,2,0,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2018,4,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,train
18063,1,600,10,1,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2017,10,3,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,train
18064,1,900,0,2,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2018,6,3,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,train
18065,0,600,4,1,1,3,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,7,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,train
18066,0,1300,12,2,3,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2018,2,3,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,train
18067,1,700,10,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,train
18068,1,800,5,1,1,2,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,2018,6,4,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,train
